tempo_cadastro_cliente,numero_medio_cliques_por_sessao,tempo_total_logado_app,tempo_total_logado_website,valor_total_gasto
4.000963586,35.4331653,11.91221048,36.08964366,583.0796357
3.532517165,31.96732095,11.48158715,39.24096484,445.7498412
3.535088428,32.14906052,10.04731474,37.18144731,392.9922559
4.158214653,33.91884418,12.42873693,37.30536188,565.9943634
3.549036057,33.20061634,11.96598027,36.83153585,499.1401524
4.129254688,32.5367749,11.12136606,36.97937237,510.5394217
2.252445963,34.0836633,8.668349517,35.90675637,308.5277466
4.051382465,33.02502014,12.50421981,37.64583879,561.516532
3.072076141,31.26810421,12.13250911,35.45679815,423.4705332
4.331863027,32.21292383,11.73299146,35.63395395,513.1531119
3.937862643,33.4995061,11.94659088,36.48632507,529.1945189
0.26990109,32.90485367,12.55610762,37.80550943,314.4385183
3.27946626,32.20465465,12.48070152,37.68028761,478.584286
2.571777835,32.67515451,12.59419407,37.68387537,444.582165
3.826030618,32.99838766,10.94684194,37.64780806,475.0154071
2.402453833,33.94311858,11.48419869,36.83936583,436.7205559
4.027813842,33.55210836,11.12087087,36.80837606,521.1953105
3.629339915,33.67683087,10.97139243,37.72236711,478.1830597
3.189609942,32.64194637,11.58894858,36.32214092,432.4811686
3.393975043,33.42121218,10.70664152,35.7661535,438.3037078
2.57494847,32.76707608,11.07625934,34.7797505,388.9405488
1.785173945,31.1695068,13.97018107,36.67395274,427.3565308
3.02267576,32.51819681,11.50925345,36.59928909,424.7287739
4.041244969,34.52301962,11.40577045,36.37827101,541.049831
3.139526935,33.66599032,12.26371768,38.86023443,469.3831462
2.562818811,31.60983957,12.7107013,36.16646339,444.5455497
2.379076497,33.70088554,13.47157767,37.0716432,492.5568337
4.301996499,33.81173341,11.18680872,36.29889308,535.3216101
2.094761669,34.33667722,11.24681261,38.68258378,408.9583359
4.089330841,31.06132516,12.35763811,36.16604163,487.5554581
3.516051017,33.0697683,11.76432596,36.87502581,487.6462317
1.820810618,34.60624245,11.7618838,38.1265198,402.1671222
4.183143662,34.23824191,11.55030011,35.76932963,551.0230017
3.393902788,32.04781463,12.48266992,35.53602453,497.3895578
4.426364081,30.97167564,11.73136429,36.07455114,494.6386098
2.905238361,33.60685082,12.21407375,37.19842782,479.2474168
